SundayNumber|Month|a|b|Sunday Date|ServiceType|Offering|Attendance|OfferingTotal|c|Epistle|Gospel|Hymns|H||H2|H3|H4|Title|SundayName|SermonText|Passage|Prayer|Announcements
15||||12-Apr||||||1 Peter 1:17-2:3   Page:  1706|John 21: 15-19   Page: 1526|16 ,281, 262 ,370|16|281|262|370|A Good Start to a Day of Mission Work|Quasidogeniti Sunday|Matt. 28: 19 |1 Peter 1: 22-23, “Seeing ye have purified your souls in obeying the truth through the Spirit unto unfeigned love of the brethren, see that ye love one another with a pure heart fervently:  Being born again, not of corruptible seed, but  of incorruptible, by the word of God, which liveth and abideth for ever.”|We praise Thee, O God; we magnify Thy holy Name; we give thanks unto Thee for Thy great glory and the love showered upon us this day: Accept our praises as we celebrate the glorious blessings Thou hast  given, especially Thy dear Son, Who guide and cares for us daily.  Amen.|The 2nd quater voters meeting is scheduled to take place on 4/19.   If there are any issues you would like discussed at this meeting, please talk to pastor or one of the voters, so your thoughts can be addressed.  
